in s,C1 in V
-1.5018816E-02,1.18246E+01
-1.5018512E-02,1.18246E+01
-1.5018208E-02,1.18246E+01
-1.5017904E-02,1.18246E+01
-1.5017600E-02,1.17855E+01
-1.5017296E-02,1.17660E+01
-1.5016992E-02,1.17855E+01
-1.5016688E-02,1.17465E+01
-1.5016384E-02,1.17855E+01
-1.5016080E-02,1.18246E+01
-1.5015776E-02,1.18637E+01
-1.5015472E-02,1.18246E+01
-1.5015168E-02,1.17465E+01
-1.5014864E-02,1.17660E+01
-1.5014560E-02,1.18051E+01
-1.5014256E-02,1.18051E+01
-1.5013952E-02,1.18441E+01
-1.5013648E-02,1.18441E+01
-1.5013344E-02,1.18637E+01
-1.5013040E-02,1.17660E+01
-1.5012736E-02,1.17660E+01
-1.5012432E-02,1.18246E+01
-1.5012128E-02,1.17465E+01
-1.5011824E-02,1.17855E+01
-1.5011520E-02,1.17855E+01
-1.5011216E-02,1.18051E+01
-1.5010912E-02,1.17855E+01
-1.5010608E-02,1.17660E+01
-1.5010304E-02,1.18246E+01
-1.5010000E-02,1.17855E+01
-1.5009696E-02,1.18051E+01
-1.5009392E-02,1.17660E+01
-1.5009088E-02,1.17855E+01
-1.5008784E-02,1.18637E+01
-1.5008480E-02,1.18246E+01
-1.5008176E-02,1.17855E+01
-1.5007872E-02,1.17660E+01
-1.5007568E-02,1.18246E+01
-1.5007264E-02,1.17270E+01
-1.5006960E-02,1.17855E+01
-1.5006656E-02,1.17465E+01
-1.5006352E-02,1.17465E+01
-1.5006048E-02,1.18246E+01
-1.5005744E-02,1.18246E+01
-1.5005440E-02,1.17660E+01
-1.5005136E-02,1.18246E+01
-1.5004832E-02,1.18051E+01
-1.5004528E-02,1.17270E+01
-1.5004224E-02,1.17465E+01
-1.5003920E-02,1.18441E+01
-1.5003616E-02,1.18246E+01
-1.5003312E-02,1.18832E+01
-1.5003008E-02,1.18051E+01
-1.5002704E-02,1.18246E+01
-1.5002400E-02,1.18246E+01
-1.5002096E-02,1.18051E+01
-1.5001792E-02,1.18051E+01
-1.5001488E-02,1.18246E+01
-1.5001184E-02,1.18246E+01
-1.5000880E-02,1.18246E+01
-1.5000576E-02,1.17660E+01
-1.5000272E-02,1.17855E+01
-1.4999968E-02,1.17465E+01
-1.4999664E-02,1.18246E+01
-1.4999360E-02,1.17270E+01
-1.4999056E-02,1.18441E+01
-1.4998752E-02,1.17660E+01
-1.4998448E-02,1.18246E+01
-1.4998144E-02,1.17855E+01
-1.4997840E-02,1.18051E+01
-1.4997536E-02,1.17660E+01
-1.4997232E-02,1.18637E+01
-1.4996928E-02,1.18246E+01
-1.4996624E-02,1.17855E+01
-1.4996320E-02,1.18051E+01
-1.4996016E-02,1.18051E+01
-1.4995712E-02,1.17660E+01
-1.4995408E-02,1.17465E+01
-1.4995104E-02,1.18246E+01
-1.4994800E-02,1.17660E+01
-1.4994496E-02,1.17660E+01
-1.4994192E-02,1.18051E+01
-1.4993888E-02,1.17660E+01
-1.4993584E-02,1.17660E+01
-1.4993280E-02,1.18246E+01
-1.4992976E-02,1.18051E+01
-1.4992672E-02,1.17660E+01
-1.4992368E-02,1.18832E+01
-1.4992064E-02,1.17660E+01
-1.4991760E-02,1.18832E+01
-1.4991456E-02,1.17660E+01
-1.4991152E-02,1.17660E+01
-1.4990848E-02,1.18051E+01
-1.4990544E-02,1.17660E+01
-1.4990240E-02,1.17855E+01
-1.4989936E-02,1.18246E+01
-1.4989632E-02,1.18051E+01
-1.4989328E-02,1.17660E+01
-1.4989024E-02,1.18051E+01
-1.4988720E-02,1.18246E+01
-1.4988416E-02,1.18441E+01
-1.4988112E-02,1.17855E+01
-1.4987808E-02,1.17660E+01
-1.4987504E-02,1.18246E+01
-1.4987200E-02,1.17660E+01
-1.4986896E-02,1.18246E+01
-1.4986592E-02,1.17660E+01
-1.4986288E-02,1.17465E+01
-1.4985984E-02,1.18246E+01
-1.4985680E-02,1.17660E+01
-1.4985376E-02,1.17855E+01
-1.4985072E-02,1.18441E+01
-1.4984768E-02,1.18051E+01
-1.4984464E-02,1.18051E+01
-1.4984160E-02,1.17660E+01
-1.4983856E-02,1.18246E+01
-1.4983552E-02,1.17660E+01
-1.4983248E-02,1.17660E+01
-1.4982944E-02,1.18051E+01
-1.4982640E-02,1.17660E+01
-1.4982336E-02,1.18637E+01
-1.4982032E-02,1.18246E+01
-1.4981728E-02,1.17465E+01
-1.4981424E-02,1.18051E+01
-1.4981120E-02,1.18246E+01
-1.4980816E-02,1.17855E+01
-1.4980512E-02,1.17465E+01
-1.4980208E-02,1.17660E+01
-1.4979904E-02,1.18051E+01
-1.4979600E-02,1.18246E+01
-1.4979296E-02,1.18246E+01
-1.4978992E-02,1.18246E+01
-1.4978688E-02,1.17660E+01
-1.4978384E-02,1.17855E+01
-1.4978080E-02,1.17465E+01
-1.4977776E-02,1.17660E+01
-1.4977472E-02,1.18051E+01
-1.4977168E-02,1.17465E+01
-1.4976864E-02,1.17465E+01
-1.4976560E-02,1.18051E+01
-1.4976256E-02,1.17855E+01
-1.4975952E-02,1.18246E+01
-1.4975648E-02,1.18051E+01
-1.4975344E-02,1.17660E+01
-1.4975040E-02,1.18246E+01
-1.4974736E-02,1.17855E+01
-1.4974432E-02,1.17855E+01
-1.4974128E-02,1.17660E+01
-1.4973824E-02,1.18246E+01
-1.4973520E-02,1.18051E+01
-1.4973216E-02,1.18051E+01
-1.4972912E-02,1.18051E+01
-1.4972608E-02,1.17660E+01
-1.4972304E-02,1.17660E+01
-1.4972000E-02,1.18051E+01
-1.4971696E-02,1.18441E+01
-1.4971392E-02,1.18246E+01
-1.4971088E-02,1.17660E+01
-1.4970784E-02,1.17465E+01
-1.4970480E-02,1.18246E+01
-1.4970176E-02,1.18051E+01
-1.4969872E-02,1.18637E+01
-1.4969568E-02,1.17465E+01
-1.4969264E-02,1.17855E+01
-1.4968960E-02,1.18051E+01
-1.4968656E-02,1.18637E+01
-1.4968352E-02,1.17074E+01
-1.4968048E-02,1.17660E+01
-1.4967744E-02,1.17855E+01
-1.4967440E-02,1.18051E+01
-1.4967136E-02,1.18637E+01
-1.4966832E-02,1.17855E+01
-1.4966528E-02,1.17855E+01
-1.4966224E-02,1.17465E+01
-1.4965920E-02,1.18051E+01
-1.4965616E-02,1.17855E+01
-1.4965312E-02,1.17855E+01
-1.4965008E-02,1.18441E+01
-1.4964704E-02,1.18246E+01
-1.4964400E-02,1.17660E+01
-1.4964096E-02,1.17855E+01
-1.4963792E-02,1.17660E+01
-1.4963488E-02,1.17270E+01
-1.4963184E-02,1.18246E+01
-1.4962880E-02,1.17270E+01
-1.4962576E-02,1.18051E+01
-1.4962272E-02,1.17660E+01
-1.4961968E-02,1.18246E+01
-1.4961664E-02,1.18441E+01
-1.4961360E-02,1.18051E+01
-1.4961056E-02,1.17855E+01
-1.4960752E-02,1.17465E+01
-1.4960448E-02,1.18246E+01
-1.4960144E-02,1.18246E+01
-1.4959840E-02,1.18246E+01
-1.4959536E-02,1.18246E+01
-1.4959232E-02,1.17855E+01
-1.4958928E-02,1.17270E+01
-1.4958624E-02,1.18051E+01
-1.4958320E-02,1.18246E+01
-1.4958016E-02,1.18246E+01
-1.4957712E-02,1.18246E+01
-1.4957408E-02,1.18051E+01
-1.4957104E-02,1.17660E+01
-1.4956800E-02,1.18246E+01
-1.4956496E-02,1.18246E+01
-1.4956192E-02,1.17660E+01
-1.4955888E-02,1.18637E+01
-1.4955584E-02,1.17660E+01
-1.4955280E-02,1.17855E+01
-1.4954976E-02,1.17660E+01
-1.4954672E-02,1.17855E+01
-1.4954368E-02,1.17660E+01
-1.4954064E-02,1.18051E+01
-1.4953760E-02,1.18051E+01
-1.4953456E-02,1.18441E+01
-1.4953152E-02,1.17855E+01
-1.4952848E-02,1.17855E+01
-1.4952544E-02,1.17855E+01
-1.4952240E-02,1.18246E+01
-1.4951936E-02,1.17855E+01
-1.4951632E-02,1.18051E+01
-1.4951328E-02,1.17855E+01
-1.4951024E-02,1.18246E+01
-1.4950720E-02,1.17660E+01
-1.4950416E-02,1.18441E+01
-1.4950112E-02,1.18051E+01
-1.4949808E-02,1.18051E+01
-1.4949504E-02,1.17660E+01
-1.4949200E-02,1.19027E+01
-1.4948896E-02,1.17465E+01
-1.4948592E-02,1.18051E+01
-1.4948288E-02,1.18246E+01
-1.4947984E-02,1.18051E+01
-1.4947680E-02,1.17465E+01
-1.4947376E-02,1.18246E+01
-1.4947072E-02,1.18051E+01
-1.4946768E-02,1.18051E+01
-1.4946464E-02,1.17465E+01
-1.4946160E-02,1.17660E+01
-1.4945856E-02,1.18246E+01
-1.4945552E-02,1.18441E+01
-1.4945248E-02,1.18246E+01
-1.4944944E-02,1.18051E+01
-1.4944640E-02,1.17855E+01
-1.4944336E-02,1.17465E+01
-1.4944032E-02,1.18051E+01
-1.4943728E-02,1.18637E+01
-1.4943424E-02,1.18441E+01
-1.4943120E-02,1.17660E+01
-1.4942816E-02,1.17465E+01
-1.4942512E-02,1.17660E+01
-1.4942208E-02,1.17270E+01
-1.4941904E-02,1.18246E+01
-1.4941600E-02,1.17660E+01
-1.4941296E-02,1.18051E+01
-1.4940992E-02,1.17660E+01
-1.4940688E-02,1.18051E+01
-1.4940384E-02,1.17465E+01
-1.4940080E-02,1.17660E+01
-1.4939776E-02,1.17660E+01
-1.4939472E-02,1.17855E+01
-1.4939168E-02,1.17660E+01
-1.4938864E-02,1.18246E+01
-1.4938560E-02,1.18051E+01
-1.4938256E-02,1.18441E+01
-1.4937952E-02,1.17660E+01
-1.4937648E-02,1.18051E+01
-1.4937344E-02,1.18246E+01
-1.4937040E-02,1.17465E+01
-1.4936736E-02,1.17855E+01
-1.4936432E-02,1.18441E+01
-1.4936128E-02,1.18637E+01
-1.4935824E-02,1.18246E+01
-1.4935520E-02,1.17465E+01
-1.4935216E-02,1.18637E+01
-1.4934912E-02,1.18051E+01
-1.4934608E-02,1.17660E+01
-1.4934304E-02,1.17855E+01
-1.4934000E-02,1.18051E+01
-1.4933696E-02,1.18051E+01
-1.4933392E-02,1.18051E+01
-1.4933088E-02,1.18051E+01
-1.4932784E-02,1.17855E+01
-1.4932480E-02,1.17660E+01
-1.4932176E-02,1.17660E+01
-1.4931872E-02,1.17465E+01
-1.4931568E-02,1.18246E+01
-1.4931264E-02,1.18832E+01
-1.4930960E-02,1.18637E+01
-1.4930656E-02,1.17660E+01
-1.4930352E-02,1.17270E+01
-1.4930048E-02,1.17465E+01
-1.4929744E-02,1.18246E+01
-1.4929440E-02,1.18051E+01
-1.4929136E-02,1.18246E+01
-1.4928832E-02,1.17660E+01
-1.4928528E-02,1.18246E+01
-1.4928224E-02,1.17465E+01
-1.4927920E-02,1.18051E+01
-1.4927616E-02,1.18051E+01
-1.4927312E-02,1.17660E+01
-1.4927008E-02,1.17465E+01
-1.4926704E-02,1.18246E+01
-1.4926400E-02,1.17660E+01
-1.4926096E-02,1.18637E+01
-1.4925792E-02,1.17465E+01
-1.4925488E-02,1.17660E+01
-1.4925184E-02,1.17465E+01
-1.4924880E-02,1.17855E+01
-1.4924576E-02,1.18051E+01
-1.4924272E-02,1.17660E+01
-1.4923968E-02,1.17465E+01
-1.4923664E-02,1.17660E+01
-1.4923360E-02,1.17855E+01
-1.4923056E-02,1.18637E+01
-1.4922752E-02,1.18246E+01
-1.4922448E-02,1.18051E+01
-1.4922144E-02,1.17660E+01
-1.4921840E-02,1.18637E+01
-1.4921536E-02,1.17465E+01
-1.4921232E-02,1.17660E+01
-1.4920928E-02,1.18246E+01
-1.4920624E-02,1.17660E+01
-1.4920320E-02,1.18051E+01
-1.4920016E-02,1.18051E+01
-1.4919712E-02,1.17855E+01
-1.4919408E-02,1.18246E+01
-1.4919104E-02,1.17074E+01
-1.4918800E-02,1.18246E+01
-1.4918496E-02,1.18441E+01
-1.4918192E-02,1.18051E+01
-1.4917888E-02,1.17074E+01
-1.4917584E-02,1.17465E+01
-1.4917280E-02,1.18441E+01
-1.4916976E-02,1.18246E+01
-1.4916672E-02,1.17855E+01
-1.4916368E-02,1.17855E+01
-1.4916064E-02,1.18051E+01
-1.4915760E-02,1.18246E+01
-1.4915456E-02,1.17465E+01
-1.4915152E-02,1.17465E+01
-1.4914848E-02,1.17855E+01
-1.4914544E-02,1.18051E+01
-1.4914240E-02,1.17855E+01
-1.4913936E-02,1.18832E+01
-1.4913632E-02,1.17660E+01
-1.4913328E-02,1.18051E+01
-1.4913024E-02,1.18246E+01
-1.4912720E-02,1.17660E+01
-1.4912416E-02,1.17660E+01
-1.4912112E-02,1.17855E+01
-1.4911808E-02,1.18051E+01
-1.4911504E-02,1.17855E+01
-1.4911200E-02,1.18441E+01
-1.4910896E-02,1.18246E+01
-1.4910592E-02,1.17660E+01
-1.4910288E-02,1.17855E+01
-1.4909984E-02,1.17855E+01
-1.4909680E-02,1.18441E+01
-1.4909376E-02,1.18441E+01
-1.4909072E-02,1.17855E+01
-1.4908768E-02,1.18246E+01
-1.4908464E-02,1.18246E+01
-1.4908160E-02,1.18051E+01
-1.4907856E-02,1.17855E+01
-1.4907552E-02,1.17855E+01
-1.4907248E-02,1.18246E+01
-1.4906944E-02,1.18832E+01
-1.4906640E-02,1.18051E+01
-1.4906336E-02,1.17660E+01
-1.4906032E-02,1.18246E+01
-1.4905728E-02,1.17270E+01
-1.4905424E-02,1.17660E+01
-1.4905120E-02,1.17660E+01
-1.4904816E-02,1.18637E+01
-1.4904512E-02,1.18051E+01
-1.4904208E-02,1.18051E+01
-1.4903904E-02,1.17660E+01
-1.4903600E-02,1.17660E+01
-1.4903296E-02,1.17074E+01
-1.4902992E-02,1.17855E+01
-1.4902688E-02,1.18051E+01
-1.4902384E-02,1.18246E+01
-1.4902080E-02,1.18246E+01
-1.4901776E-02,1.18051E+01
-1.4901472E-02,1.17270E+01
-1.4901168E-02,1.17855E+01
-1.4900864E-02,1.17465E+01
-1.4900560E-02,1.17855E+01
-1.4900256E-02,1.18246E+01
-1.4899952E-02,1.18051E+01
-1.4899648E-02,1.17660E+01
-1.4899344E-02,1.18246E+01
-1.4899040E-02,1.17660E+01
-1.4898736E-02,1.18246E+01
-1.4898432E-02,1.17855E+01
-1.4898128E-02,1.18441E+01
-1.4897824E-02,1.18246E+01
-1.4897520E-02,1.17855E+01
-1.4897216E-02,1.17855E+01
-1.4896912E-02,1.17465E+01
-1.4896608E-02,1.17660E+01
-1.4896304E-02,1.17660E+01
-1.4896000E-02,1.17855E+01
-1.4895696E-02,1.17660E+01
-1.4895392E-02,1.18637E+01
-1.4895088E-02,1.18832E+01
-1.4894784E-02,1.18051E+01
-1.4894480E-02,1.18051E+01
-1.4894176E-02,1.18051E+01
-1.4893872E-02,1.17855E+01
-1.4893568E-02,1.17270E+01
-1.4893264E-02,1.17855E+01
-1.4892960E-02,1.18246E+01
-1.4892656E-02,1.18051E+01
-1.4892352E-02,1.18246E+01
-1.4892048E-02,1.17660E+01
-1.4891744E-02,1.18051E+01
-1.4891440E-02,1.18051E+01
-1.4891136E-02,1.17855E+01
-1.4890832E-02,1.18246E+01
-1.4890528E-02,1.18051E+01
-1.4890224E-02,1.18441E+01
-1.4889920E-02,1.18246E+01
-1.4889616E-02,1.17855E+01
-1.4889312E-02,1.18246E+01
-1.4889008E-02,1.18246E+01
-1.4888704E-02,1.17855E+01
-1.4888400E-02,1.17465E+01
-1.4888096E-02,1.17660E+01
-1.4887792E-02,1.17855E+01
-1.4887488E-02,1.18051E+01
-1.4887184E-02,1.18246E+01
-1.4886880E-02,1.17270E+01
-1.4886576E-02,1.18246E+01
-1.4886272E-02,1.17465E+01
-1.4885968E-02,1.17855E+01
-1.4885664E-02,1.18051E+01
-1.4885360E-02,1.18051E+01
-1.4885056E-02,1.17660E+01
-1.4884752E-02,1.17855E+01
-1.4884448E-02,1.17465E+01
-1.4884144E-02,1.18441E+01
-1.4883840E-02,1.17270E+01
-1.4883536E-02,1.17660E+01
-1.4883232E-02,1.17660E+01
-1.4882928E-02,1.18051E+01
-1.4882624E-02,1.17855E+01
-1.4882320E-02,1.17855E+01
-1.4882016E-02,1.18832E+01
-1.4881712E-02,1.17660E+01
-1.4881408E-02,1.18051E+01
-1.4881104E-02,1.18051E+01
-1.4880800E-02,1.17660E+01
-1.4880496E-02,1.17660E+01
-1.4880192E-02,1.17074E+01
-1.4879888E-02,1.18246E+01
-1.4879584E-02,1.18051E+01
-1.4879280E-02,1.18246E+01
-1.4878976E-02,1.18051E+01
-1.4878672E-02,1.17855E+01
-1.4878368E-02,1.18246E+01
-1.4878064E-02,1.18051E+01
-1.4877760E-02,1.17660E+01
-1.4877456E-02,1.18246E+01
-1.4877152E-02,1.17660E+01
-1.4876848E-02,1.17660E+01
-1.4876544E-02,1.17660E+01
-1.4876240E-02,1.18441E+01
-1.4875936E-02,1.18246E+01
-1.4875632E-02,1.18051E+01
-1.4875328E-02,1.17855E+01
-1.4875024E-02,1.18051E+01
-1.4874720E-02,1.17270E+01
-1.4874416E-02,1.18246E+01
-1.4874112E-02,1.17660E+01
-1.4873808E-02,1.18246E+01
-1.4873504E-02,1.18246E+01
-1.4873200E-02,1.17660E+01
-1.4872896E-02,1.17465E+01
-1.4872592E-02,1.17660E+01
-1.4872288E-02,1.18051E+01
-1.4871984E-02,1.17660E+01
-1.4871680E-02,1.17660E+01
-1.4871376E-02,1.18246E+01
-1.4871072E-02,1.17660E+01
-1.4870768E-02,1.17465E+01
-1.4870464E-02,1.17855E+01
-1.4870160E-02,1.18246E+01
-1.4869856E-02,1.18051E+01
-1.4869552E-02,1.17660E+01
-1.4869248E-02,1.17465E+01
-1.4868944E-02,1.18246E+01
-1.4868640E-02,1.17660E+01
-1.4868336E-02,1.18051E+01
-1.4868032E-02,1.18051E+01
-1.4867728E-02,1.18246E+01
-1.4867424E-02,1.18051E+01
-1.4867120E-02,1.17855E+01
-1.4866816E-02,1.17660E+01
-1.4866512E-02,1.17465E+01
-1.4866208E-02,1.17855E+01
-1.4865904E-02,1.18246E+01
-1.4865600E-02,1.18246E+01
-1.4865296E-02,1.17660E+01
-1.4864992E-02,1.17660E+01
-1.4864688E-02,1.18246E+01
-1.4864384E-02,1.18051E+01
-1.4864080E-02,1.18637E+01
-1.4863776E-02,1.18051E+01
-1.4863472E-02,1.18441E+01
-1.4863168E-02,1.18051E+01
-1.4862864E-02,1.17660E+01
-1.4862560E-02,1.18246E+01
-1.4862256E-02,1.17660E+01
-1.4861952E-02,1.17855E+01
-1.4861648E-02,1.17660E+01
-1.4861344E-02,1.18637E+01
-1.4861040E-02,1.18832E+01
-1.4860736E-02,1.18246E+01
-1.4860432E-02,1.18246E+01
-1.4860128E-02,1.18441E+01
-1.4859824E-02,1.18051E+01
-1.4859520E-02,1.17855E+01
-1.4859216E-02,1.18051E+01
-1.4858912E-02,1.18637E+01
-1.4858608E-02,1.17855E+01
-1.4858304E-02,1.17660E+01
-1.4858000E-02,1.18246E+01
-1.4857696E-02,1.18246E+01
-1.4857392E-02,1.18246E+01
-1.4857088E-02,1.17465E+01
-1.4856784E-02,1.18051E+01
-1.4856480E-02,1.18051E+01
-1.4856176E-02,1.18246E+01
-1.4855872E-02,1.17465E+01
-1.4855568E-02,1.18051E+01
-1.4855264E-02,1.18246E+01
-1.4854960E-02,1.18246E+01
-1.4854656E-02,1.17660E+01
-1.4854352E-02,1.18246E+01
-1.4854048E-02,1.17855E+01
-1.4853744E-02,1.18246E+01
-1.4853440E-02,1.18246E+01
-1.4853136E-02,1.17855E+01
-1.4852832E-02,1.17660E+01
-1.4852528E-02,1.18051E+01
-1.4852224E-02,1.17270E+01
-1.4851920E-02,1.18246E+01
-1.4851616E-02,1.18246E+01
-1.4851312E-02,1.17855E+01
-1.4851008E-02,1.18246E+01
-1.4850704E-02,1.18441E+01
-1.4850400E-02,1.18051E+01
-1.4850096E-02,1.17855E+01
-1.4849792E-02,1.18051E+01
-1.4849488E-02,1.18246E+01
-1.4849184E-02,1.18832E+01
-1.4848880E-02,1.18246E+01
-1.4848576E-02,1.17855E+01
-1.4848272E-02,1.18246E+01
-1.4847968E-02,1.17660E+01
-1.4847664E-02,1.18246E+01
-1.4847360E-02,1.18246E+01
-1.4847056E-02,1.18832E+01
-1.4846752E-02,1.17855E+01
-1.4846448E-02,1.17465E+01
-1.4846144E-02,1.18832E+01
-1.4845840E-02,1.18441E+01
-1.4845536E-02,1.17660E+01
-1.4845232E-02,1.17660E+01
-1.4844928E-02,1.17660E+01
-1.4844624E-02,1.17855E+01
-1.4844320E-02,1.18051E+01
-1.4844016E-02,1.17660E+01
-1.4843712E-02,1.17270E+01
-1.4843408E-02,1.18246E+01
-1.4843104E-02,1.17660E+01
-1.4842800E-02,1.18246E+01
-1.4842496E-02,1.17660E+01
-1.4842192E-02,1.18637E+01
-1.4841888E-02,1.18246E+01
-1.4841584E-02,1.17855E+01
-1.4841280E-02,1.18051E+01
-1.4840976E-02,1.18246E+01
-1.4840672E-02,1.17855E+01
-1.4840368E-02,1.18246E+01
-1.4840064E-02,1.17855E+01
-1.4839760E-02,1.18246E+01
-1.4839456E-02,1.17855E+01
-1.4839152E-02,1.18051E+01
-1.4838848E-02,1.17465E+01
-1.4838544E-02,1.17660E+01
-1.4838240E-02,1.18246E+01
-1.4837936E-02,1.17660E+01
-1.4837632E-02,1.17465E+01
-1.4837328E-02,1.17660E+01
-1.4837024E-02,1.18051E+01
-1.4836720E-02,1.18246E+01
-1.4836416E-02,1.18246E+01
-1.4836112E-02,1.17660E+01
-1.4835808E-02,1.17660E+01
-1.4835504E-02,1.17855E+01
-1.4835200E-02,1.17855E+01
-1.4834896E-02,1.18441E+01
-1.4834592E-02,1.18637E+01
-1.4834288E-02,1.18051E+01
-1.4833984E-02,1.18051E+01
-1.4833680E-02,1.18051E+01
-1.4833376E-02,1.17660E+01
-1.4833072E-02,1.17855E+01
-1.4832768E-02,1.17270E+01
-1.4832464E-02,1.18246E+01
-1.4832160E-02,1.18051E+01
-1.4831856E-02,1.17855E+01
-1.4831552E-02,1.18246E+01
-1.4831248E-02,1.17855E+01
-1.4830944E-02,1.17465E+01
-1.4830640E-02,1.18246E+01
-1.4830336E-02,1.18051E+01
-1.4830032E-02,1.18246E+01
-1.4829728E-02,1.17855E+01
-1.4829424E-02,1.17855E+01
-1.4829120E-02,1.17270E+01
-1.4828816E-02,1.18246E+01
-1.4828512E-02,1.17855E+01
-1.4828208E-02,1.18051E+01
-1.4827904E-02,1.17660E+01
-1.4827600E-02,1.18051E+01
-1.4827296E-02,1.18246E+01
-1.4826992E-02,1.17855E+01
-1.4826688E-02,1.18246E+01
-1.4826384E-02,1.17855E+01
-1.4826080E-02,1.17270E+01
-1.4825776E-02,1.18246E+01
-1.4825472E-02,1.18246E+01
-1.4825168E-02,1.17855E+01
-1.4824864E-02,1.18051E+01
-1.4824560E-02,1.17660E+01
-1.4824256E-02,1.17855E+01
-1.4823952E-02,1.17660E+01
-1.4823648E-02,1.17660E+01
-1.4823344E-02,1.18441E+01
-1.4823040E-02,1.17660E+01
-1.4822736E-02,1.18246E+01
-1.4822432E-02,1.17855E+01
-1.4822128E-02,1.18637E+01
-1.4821824E-02,1.17465E+01
-1.4821520E-02,1.17660E+01
-1.4821216E-02,1.17855E+01
-1.4820912E-02,1.17855E+01
-1.4820608E-02,1.17465E+01
-1.4820304E-02,1.17465E+01
-1.4820000E-02,1.17855E+01
-1.4819696E-02,1.18051E+01
-1.4819392E-02,1.17270E+01
-1.4819088E-02,1.18246E+01
-1.4818784E-02,1.17270E+01
-1.4818480E-02,1.18246E+01
-1.4818176E-02,1.18051E+01
-1.4817872E-02,1.18441E+01
-1.4817568E-02,1.18246E+01
-1.4817264E-02,1.18246E+01
-1.4816960E-02,1.17465E+01
-1.4816656E-02,1.18246E+01
-1.4816352E-02,1.17270E+01
-1.4816048E-02,1.18051E+01
-1.4815744E-02,1.18051E+01
-1.4815440E-02,1.17660E+01
-1.4815136E-02,1.18246E+01
-1.4814832E-02,1.17855E+01
-1.4814528E-02,1.18441E+01
-1.4814224E-02,1.17270E+01
-1.4813920E-02,1.18246E+01
-1.4813616E-02,1.17270E+01
-1.4813312E-02,1.17855E+01
-1.4813008E-02,1.17855E+01
-1.4812704E-02,1.18246E+01
-1.4812400E-02,1.17660E+01
-1.4812096E-02,1.17855E+01
-1.4811792E-02,1.18051E+01
-1.4811488E-02,1.18246E+01
-1.4811184E-02,1.17855E+01
-1.4810880E-02,1.17465E+01
-1.4810576E-02,1.18246E+01
-1.4810272E-02,1.17855E+01
-1.4809968E-02,1.18441E+01
-1.4809664E-02,1.18637E+01
-1.4809360E-02,1.18441E+01
-1.4809056E-02,1.18246E+01
-1.4808752E-02,1.17855E+01
-1.4808448E-02,1.17660E+01
-1.4808144E-02,1.18246E+01
-1.4807840E-02,1.18441E+01
-1.4807536E-02,1.18246E+01
-1.4807232E-02,1.17660E+01
-1.4806928E-02,1.18441E+01
-1.4806624E-02,1.17855E+01
-1.4806320E-02,1.17660E+01
-1.4806016E-02,1.18246E+01
-1.4805712E-02,1.18441E+01
-1.4805408E-02,1.18246E+01
-1.4805104E-02,1.18246E+01
-1.4804800E-02,1.18051E+01
-1.4804496E-02,1.17660E+01
-1.4804192E-02,1.17465E+01
-1.4803888E-02,1.17465E+01
-1.4803584E-02,1.17855E+01
-1.4803280E-02,1.17660E+01
-1.4802976E-02,1.17660E+01
-1.4802672E-02,1.18246E+01
-1.4802368E-02,1.17270E+01
-1.4802064E-02,1.17855E+01
-1.4801760E-02,1.17660E+01
-1.4801456E-02,1.17855E+01
-1.4801152E-02,1.17660E+01
-1.4800848E-02,1.17660E+01
-1.4800544E-02,1.17465E+01
-1.4800240E-02,1.18246E+01
-1.4799936E-02,1.18246E+01
-1.4799632E-02,1.18051E+01
-1.4799328E-02,1.17465E+01
-1.4799024E-02,1.17270E+01
-1.4798720E-02,1.17660E+01
-1.4798416E-02,1.18051E+01
-1.4798112E-02,1.17660E+01
-1.4797808E-02,1.17660E+01
-1.4797504E-02,1.18051E+01
-1.4797200E-02,1.18246E+01
-1.4796896E-02,1.17465E+01
-1.4796592E-02,1.18441E+01
-1.4796288E-02,1.17855E+01
-1.4795984E-02,1.18246E+01
-1.4795680E-02,1.18246E+01
-1.4795376E-02,1.17660E+01
-1.4795072E-02,1.18246E+01
-1.4794768E-02,1.17855E+01
-1.4794464E-02,1.18051E+01
-1.4794160E-02,1.17660E+01
-1.4793856E-02,1.18246E+01
-1.4793552E-02,1.17660E+01
-1.4793248E-02,1.17660E+01
-1.4792944E-02,1.18246E+01
-1.4792640E-02,1.18246E+01
-1.4792336E-02,1.18246E+01
-1.4792032E-02,1.17855E+01
-1.4791728E-02,1.18246E+01
-1.4791424E-02,1.17660E+01
-1.4791120E-02,1.17855E+01
-1.4790816E-02,1.18051E+01
-1.4790512E-02,1.17855E+01
-1.4790208E-02,1.18246E+01
-1.4789904E-02,1.18246E+01
-1.4789600E-02,1.17660E+01
-1.4789296E-02,1.18051E+01
-1.4788992E-02,1.18637E+01
-1.4788688E-02,1.18051E+01
-1.4788384E-02,1.17855E+01
-1.4788080E-02,1.17270E+01
-1.4787776E-02,1.18246E+01
-1.4787472E-02,1.18637E+01
-1.4787168E-02,1.17855E+01
-1.4786864E-02,1.17660E+01
-1.4786560E-02,1.18637E+01
-1.4786256E-02,1.17855E+01
-1.4785952E-02,1.17465E+01
-1.4785648E-02,1.17855E+01
-1.4785344E-02,1.18246E+01
-1.4785040E-02,1.18051E+01
-1.4784736E-02,1.17855E+01
-1.4784432E-02,1.18832E+01
-1.4784128E-02,1.17465E+01
-1.4783824E-02,1.18441E+01
-1.4783520E-02,1.17660E+01
-1.4783216E-02,1.18832E+01
-1.4782912E-02,1.17465E+01
