in s,C1 in V
-7.2673472E-03,1.191952E+01
-7.2670816E-03,1.192929E+01
-7.2668160E-03,1.193124E+01
-7.2665504E-03,1.193320E+01
-7.2662848E-03,1.193515E+01
-7.2660192E-03,1.193710E+01
-7.2657536E-03,1.193905E+01
-7.2654880E-03,1.193124E+01
-7.2652224E-03,1.193124E+01
-7.2649568E-03,1.193124E+01
-7.2646912E-03,1.192929E+01
-7.2644256E-03,1.192929E+01
-7.2641600E-03,1.193710E+01
-7.2638944E-03,1.193124E+01
-7.2636288E-03,1.193124E+01
-7.2633632E-03,1.193515E+01
-7.2630976E-03,1.193515E+01
-7.2628320E-03,1.193710E+01
-7.2625664E-03,1.192734E+01
-7.2623008E-03,1.193320E+01
-7.2620352E-03,1.192929E+01
-7.2617696E-03,1.192929E+01
-7.2615040E-03,1.193515E+01
-7.2612384E-03,1.192929E+01
-7.2609728E-03,1.193124E+01
-7.2607072E-03,1.192538E+01
-7.2604416E-03,1.193515E+01
-7.2601760E-03,1.193515E+01
-7.2599104E-03,1.193515E+01
-7.2596448E-03,1.193320E+01
-7.2593792E-03,1.193710E+01
-7.2591136E-03,1.193710E+01
-7.2588480E-03,1.193905E+01
-7.2585824E-03,1.193320E+01
-7.2583168E-03,1.193710E+01
-7.2580512E-03,1.193905E+01
-7.2577856E-03,1.192343E+01
-7.2575200E-03,1.193710E+01
-7.2572544E-03,1.193124E+01
-7.2569888E-03,1.193320E+01
-7.2567232E-03,1.193515E+01
-7.2564576E-03,1.192929E+01
-7.2561920E-03,1.193124E+01
-7.2559264E-03,1.193124E+01
-7.2556608E-03,1.193710E+01
-7.2553952E-03,1.193515E+01
-7.2551296E-03,1.193710E+01
-7.2548640E-03,1.193320E+01
-7.2545984E-03,1.193710E+01
-7.2543328E-03,1.193515E+01
-7.2540672E-03,1.193320E+01
-7.2538016E-03,1.192929E+01
-7.2535360E-03,1.193515E+01
-7.2532704E-03,1.193124E+01
-7.2530048E-03,1.192538E+01
-7.2527392E-03,1.193710E+01
-7.2524736E-03,1.193515E+01
-7.2522080E-03,1.193515E+01
-7.2519424E-03,1.193710E+01
-7.2516768E-03,1.193515E+01
-7.2514112E-03,1.192929E+01
-7.2511456E-03,1.193320E+01
-7.2508800E-03,1.193320E+01
-7.2506144E-03,1.193515E+01
-7.2503488E-03,1.193320E+01
-7.2500832E-03,1.192929E+01
-7.2498176E-03,1.193124E+01
-7.2495520E-03,1.193124E+01
-7.2492864E-03,1.193124E+01
-7.2490208E-03,1.193515E+01
-7.2487552E-03,1.193320E+01
-7.2484896E-03,1.193124E+01
-7.2482240E-03,1.194296E+01
-7.2479584E-03,1.192929E+01
-7.2476928E-03,1.193515E+01
-7.2474272E-03,1.193124E+01
-7.2471616E-03,1.193905E+01
-7.2468960E-03,1.193320E+01
-7.2466304E-03,1.192929E+01
-7.2463648E-03,1.193515E+01
-7.2460992E-03,1.193124E+01
-7.2458336E-03,1.193124E+01
-7.2455680E-03,1.193710E+01
-7.2453024E-03,1.192929E+01
-7.2450368E-03,1.193710E+01
-7.2447712E-03,1.193320E+01
-7.2445056E-03,1.193515E+01
-7.2442400E-03,1.194101E+01
-7.2439744E-03,1.193905E+01
-7.2437088E-03,1.193710E+01
-7.2434432E-03,1.193515E+01
-7.2431776E-03,1.192538E+01
-7.2429120E-03,1.193905E+01
-7.2426464E-03,1.193320E+01
-7.2423808E-03,1.193905E+01
-7.2421152E-03,1.193320E+01
-7.2418496E-03,1.193515E+01
-7.2415840E-03,1.192929E+01
-7.2413184E-03,1.194101E+01
-7.2410528E-03,1.194296E+01
-7.2407872E-03,1.193124E+01
-7.2405216E-03,1.193320E+01
-7.2402560E-03,1.193320E+01
-7.2399904E-03,1.193124E+01
-7.2397248E-03,1.193710E+01
-7.2394592E-03,1.194101E+01
-7.2391936E-03,1.193905E+01
-7.2389280E-03,1.193710E+01
-7.2386624E-03,1.193905E+01
-7.2383968E-03,1.192538E+01
-7.2381312E-03,1.193515E+01
-7.2378656E-03,1.193320E+01
-7.2376000E-03,1.193320E+01
-7.2373344E-03,1.193515E+01
-7.2370688E-03,1.193124E+01
-7.2368032E-03,1.193905E+01
-7.2365376E-03,1.193905E+01
-7.2362720E-03,1.193515E+01
-7.2360064E-03,1.193320E+01
-7.2357408E-03,1.193124E+01
-7.2354752E-03,1.193515E+01
-7.2352096E-03,1.193515E+01
-7.2349440E-03,1.194101E+01
-7.2346784E-03,1.193515E+01
-7.2344128E-03,1.193515E+01
-7.2341472E-03,1.193320E+01
-7.2338816E-03,1.194101E+01
-7.2336160E-03,1.192538E+01
-7.2333504E-03,1.193320E+01
-7.2330848E-03,1.193515E+01
-7.2328192E-03,1.192929E+01
-7.2325536E-03,1.193710E+01
-7.2322880E-03,1.193710E+01
-7.2320224E-03,1.193515E+01
-7.2317568E-03,1.193905E+01
-7.2314912E-03,1.193710E+01
-7.2312256E-03,1.193710E+01
-7.2309600E-03,1.193905E+01
-7.2306944E-03,1.193320E+01
-7.2304288E-03,1.193710E+01
-7.2301632E-03,1.193515E+01
-7.2298976E-03,1.193710E+01
-7.2296320E-03,1.193320E+01
-7.2293664E-03,1.193905E+01
-7.2291008E-03,1.193710E+01
-7.2288352E-03,1.194491E+01
-7.2285696E-03,1.193320E+01
-7.2283040E-03,1.193710E+01
-7.2280384E-03,1.193710E+01
-7.2277728E-03,1.193905E+01
-7.2275072E-03,1.193515E+01
-7.2272416E-03,1.193515E+01
-7.2269760E-03,1.193320E+01
-7.2267104E-03,1.193320E+01
-7.2264448E-03,1.193710E+01
-7.2261792E-03,1.192929E+01
-7.2259136E-03,1.193515E+01
-7.2256480E-03,1.193320E+01
-7.2253824E-03,1.194296E+01
-7.2251168E-03,1.193710E+01
-7.2248512E-03,1.193320E+01
-7.2245856E-03,1.193905E+01
-7.2243200E-03,1.193124E+01
-7.2240544E-03,1.193124E+01
-7.2237888E-03,1.192929E+01
-7.2235232E-03,1.193320E+01
-7.2232576E-03,1.193710E+01
-7.2229920E-03,1.193710E+01
-7.2227264E-03,1.194101E+01
-7.2224608E-03,1.192929E+01
-7.2221952E-03,1.193320E+01
-7.2219296E-03,1.193320E+01
-7.2216640E-03,1.193515E+01
-7.2213984E-03,1.192929E+01
-7.2211328E-03,1.193320E+01
-7.2208672E-03,1.193710E+01
-7.2206016E-03,1.194101E+01
-7.2203360E-03,1.193710E+01
-7.2200704E-03,1.193515E+01
-7.2198048E-03,1.193710E+01
-7.2195392E-03,1.193905E+01
-7.2192736E-03,1.193710E+01
-7.2190080E-03,1.193124E+01
-7.2187424E-03,1.193124E+01
-7.2184768E-03,1.193320E+01
-7.2182112E-03,1.193905E+01
-7.2179456E-03,1.193710E+01
-7.2176800E-03,1.193124E+01
-7.2174144E-03,1.193515E+01
-7.2171488E-03,1.193124E+01
-7.2168832E-03,1.193515E+01
-7.2166176E-03,1.193710E+01
-7.2163520E-03,1.193905E+01
-7.2160864E-03,1.193320E+01
-7.2158208E-03,1.193905E+01
-7.2155552E-03,1.193905E+01
-7.2152896E-03,1.194101E+01
-7.2150240E-03,1.193320E+01
-7.2147584E-03,1.193320E+01
-7.2144928E-03,1.194296E+01
-7.2142272E-03,1.193124E+01
-7.2139616E-03,1.193124E+01
-7.2136960E-03,1.193320E+01
-7.2134304E-03,1.193710E+01
-7.2131648E-03,1.193320E+01
-7.2128992E-03,1.193124E+01
-7.2126336E-03,1.193515E+01
-7.2123680E-03,1.193710E+01
-7.2121024E-03,1.193320E+01
-7.2118368E-03,1.193124E+01
-7.2115712E-03,1.193905E+01
-7.2113056E-03,1.193124E+01
-7.2110400E-03,1.193124E+01
-7.2107744E-03,1.193124E+01
-7.2105088E-03,1.193515E+01
-7.2102432E-03,1.193710E+01
-7.2099776E-03,1.194101E+01
-7.2097120E-03,1.193905E+01
-7.2094464E-03,1.194296E+01
-7.2091808E-03,1.193515E+01
-7.2089152E-03,1.192929E+01
-7.2086496E-03,1.193515E+01
-7.2083840E-03,1.193710E+01
-7.2081184E-03,1.193124E+01
-7.2078528E-03,1.193320E+01
-7.2075872E-03,1.193515E+01
-7.2073216E-03,1.193515E+01
-7.2070560E-03,1.193320E+01
-7.2067904E-03,1.193320E+01
-7.2065248E-03,1.193320E+01
-7.2062592E-03,1.193710E+01
-7.2059936E-03,1.193710E+01
-7.2057280E-03,1.193710E+01
-7.2054624E-03,1.193710E+01
-7.2051968E-03,1.193905E+01
-7.2049312E-03,1.192929E+01
-7.2046656E-03,1.193515E+01
-7.2044000E-03,1.192734E+01
-7.2041344E-03,1.193124E+01
-7.2038688E-03,1.193905E+01
-7.2036032E-03,1.193320E+01
-7.2033376E-03,1.193710E+01
-7.2030720E-03,1.193515E+01
-7.2028064E-03,1.193710E+01
-7.2025408E-03,1.192929E+01
-7.2022752E-03,1.193320E+01
-7.2020096E-03,1.193905E+01
-7.2017440E-03,1.193515E+01
-7.2014784E-03,1.193320E+01
-7.2012128E-03,1.193515E+01
-7.2009472E-03,1.193320E+01
-7.2006816E-03,1.193124E+01
-7.2004160E-03,1.193710E+01
-7.2001504E-03,1.193124E+01
-7.1998848E-03,1.194101E+01
-7.1996192E-03,1.192343E+01
-7.1993536E-03,1.193515E+01
-7.1990880E-03,1.193124E+01
-7.1988224E-03,1.193515E+01
-7.1985568E-03,1.193515E+01
-7.1982912E-03,1.192929E+01
-7.1980256E-03,1.193905E+01
-7.1977600E-03,1.193515E+01
-7.1974944E-03,1.193320E+01
-7.1972288E-03,1.193124E+01
-7.1969632E-03,1.192734E+01
-7.1966976E-03,1.194101E+01
-7.1964320E-03,1.193124E+01
-7.1961664E-03,1.193320E+01
-7.1959008E-03,1.193124E+01
-7.1956352E-03,1.193320E+01
-7.1953696E-03,1.193515E+01
-7.1951040E-03,1.193905E+01
-7.1948384E-03,1.192538E+01
-7.1945728E-03,1.192734E+01
-7.1943072E-03,1.193710E+01
-7.1940416E-03,1.193515E+01
-7.1937760E-03,1.193710E+01
-7.1935104E-03,1.193710E+01
-7.1932448E-03,1.193124E+01
-7.1929792E-03,1.194296E+01
-7.1927136E-03,1.193124E+01
-7.1924480E-03,1.193320E+01
-7.1921824E-03,1.193905E+01
-7.1919168E-03,1.193320E+01
-7.1916512E-03,1.193124E+01
-7.1913856E-03,1.193320E+01
-7.1911200E-03,1.193515E+01
-7.1908544E-03,1.193515E+01
-7.1905888E-03,1.193124E+01
-7.1903232E-03,1.194101E+01
-7.1900576E-03,1.193515E+01
-7.1897920E-03,1.192538E+01
-7.1895264E-03,1.193124E+01
-7.1892608E-03,1.193905E+01
-7.1889952E-03,1.193905E+01
-7.1887296E-03,1.193515E+01
-7.1884640E-03,1.193124E+01
-7.1881984E-03,1.193710E+01
-7.1879328E-03,1.193710E+01
-7.1876672E-03,1.194101E+01
-7.1874016E-03,1.193710E+01
-7.1871360E-03,1.193320E+01
-7.1868704E-03,1.193515E+01
-7.1866048E-03,1.194296E+01
-7.1863392E-03,1.193320E+01
-7.1860736E-03,1.193515E+01
-7.1858080E-03,1.194101E+01
-7.1855424E-03,1.193515E+01
-7.1852768E-03,1.193710E+01
-7.1850112E-03,1.192929E+01
-7.1847456E-03,1.193124E+01
-7.1844800E-03,1.193320E+01
-7.1842144E-03,1.192538E+01
-7.1839488E-03,1.193124E+01
-7.1836832E-03,1.193710E+01
-7.1834176E-03,1.193515E+01
-7.1831520E-03,1.193710E+01
-7.1828864E-03,1.193515E+01
-7.1826208E-03,1.193515E+01
-7.1823552E-03,1.193905E+01
-7.1820896E-03,1.193710E+01
-7.1818240E-03,1.193124E+01
-7.1815584E-03,1.193320E+01
-7.1812928E-03,1.193515E+01
-7.1810272E-03,1.193124E+01
-7.1807616E-03,1.194491E+01
-7.1804960E-03,1.193710E+01
-7.1802304E-03,1.192734E+01
-7.1799648E-03,1.193124E+01
-7.1796992E-03,1.192929E+01
-7.1794336E-03,1.193124E+01
-7.1791680E-03,1.194101E+01
-7.1789024E-03,1.193320E+01
-7.1786368E-03,1.193905E+01
-7.1783712E-03,1.193124E+01
-7.1781056E-03,1.193515E+01
-7.1778400E-03,1.193320E+01
-7.1775744E-03,1.193515E+01
-7.1773088E-03,1.193710E+01
-7.1770432E-03,1.193515E+01
-7.1767776E-03,1.193320E+01
-7.1765120E-03,1.193905E+01
-7.1762464E-03,1.193905E+01
-7.1759808E-03,1.193320E+01
-7.1757152E-03,1.193710E+01
-7.1754496E-03,1.193515E+01
-7.1751840E-03,1.192929E+01
-7.1749184E-03,1.193320E+01
-7.1746528E-03,1.193320E+01
-7.1743872E-03,1.192929E+01
-7.1741216E-03,1.194101E+01
-7.1738560E-03,1.194101E+01
-7.1735904E-03,1.193515E+01
-7.1733248E-03,1.193515E+01
-7.1730592E-03,1.193515E+01
-7.1727936E-03,1.193515E+01
-7.1725280E-03,1.193124E+01
-7.1722624E-03,1.193124E+01
-7.1719968E-03,1.193124E+01
-7.1717312E-03,1.193320E+01
-7.1714656E-03,1.193710E+01
-7.1712000E-03,1.192929E+01
-7.1709344E-03,1.193905E+01
-7.1706688E-03,1.194101E+01
-7.1704032E-03,1.192148E+01
-7.1701376E-03,1.193320E+01
-7.1698720E-03,1.193710E+01
-7.1696064E-03,1.193515E+01
-7.1693408E-03,1.192929E+01
-7.1690752E-03,1.192929E+01
-7.1688096E-03,1.193320E+01
-7.1685440E-03,1.193515E+01
-7.1682784E-03,1.194101E+01
-7.1680128E-03,1.194101E+01
-7.1677472E-03,1.193515E+01
-7.1674816E-03,1.193124E+01
-7.1672160E-03,1.193320E+01
-7.1669504E-03,1.193515E+01
-7.1666848E-03,1.193124E+01
-7.1664192E-03,1.193320E+01
-7.1661536E-03,1.193515E+01
-7.1658880E-03,1.193905E+01
-7.1656224E-03,1.192929E+01
-7.1653568E-03,1.193320E+01
-7.1650912E-03,1.193124E+01
-7.1648256E-03,1.193905E+01
-7.1645600E-03,1.193320E+01
-7.1642944E-03,1.192929E+01
-7.1640288E-03,1.193710E+01
-7.1637632E-03,1.194296E+01
-7.1634976E-03,1.192734E+01
-7.1632320E-03,1.193710E+01
-7.1629664E-03,1.193710E+01
-7.1627008E-03,1.193515E+01
-7.1624352E-03,1.193124E+01
-7.1621696E-03,1.193905E+01
-7.1619040E-03,1.193905E+01
-7.1616384E-03,1.193710E+01
-7.1613728E-03,1.193320E+01
-7.1611072E-03,1.194101E+01
-7.1608416E-03,1.193124E+01
-7.1605760E-03,1.192734E+01
-7.1603104E-03,1.193124E+01
-7.1600448E-03,1.193515E+01
-7.1597792E-03,1.193124E+01
-7.1595136E-03,1.192929E+01
-7.1592480E-03,1.192929E+01
-7.1589824E-03,1.193320E+01
-7.1587168E-03,1.193515E+01
-7.1584512E-03,1.192929E+01
-7.1581856E-03,1.193124E+01
-7.1579200E-03,1.192929E+01
-7.1576544E-03,1.192929E+01
-7.1573888E-03,1.193710E+01
-7.1571232E-03,1.193515E+01
-7.1568576E-03,1.193124E+01
-7.1565920E-03,1.193515E+01
-7.1563264E-03,1.193710E+01
-7.1560608E-03,1.192929E+01
-7.1557952E-03,1.194101E+01
-7.1555296E-03,1.193515E+01
-7.1552640E-03,1.193515E+01
-7.1549984E-03,1.193124E+01
-7.1547328E-03,1.192929E+01
-7.1544672E-03,1.193515E+01
-7.1542016E-03,1.193710E+01
-7.1539360E-03,1.193320E+01
-7.1536704E-03,1.193515E+01
-7.1534048E-03,1.193905E+01
-7.1531392E-03,1.193905E+01
-7.1528736E-03,1.193320E+01
-7.1526080E-03,1.193320E+01
-7.1523424E-03,1.193710E+01
-7.1520768E-03,1.193124E+01
-7.1518112E-03,1.193515E+01
-7.1515456E-03,1.193905E+01
-7.1512800E-03,1.194296E+01
-7.1510144E-03,1.194101E+01
-7.1507488E-03,1.193124E+01
-7.1504832E-03,1.193124E+01
-7.1502176E-03,1.193320E+01
-7.1499520E-03,1.193320E+01
-7.1496864E-03,1.193124E+01
-7.1494208E-03,1.193710E+01
-7.1491552E-03,1.193710E+01
-7.1488896E-03,1.192538E+01
-7.1486240E-03,1.192929E+01
-7.1483584E-03,1.192929E+01
-7.1480928E-03,1.193320E+01
-7.1478272E-03,1.192734E+01
-7.1475616E-03,1.193124E+01
-7.1472960E-03,1.193710E+01
-7.1470304E-03,1.193515E+01
-7.1467648E-03,1.193515E+01
-7.1464992E-03,1.194101E+01
-7.1462336E-03,1.192929E+01
-7.1459680E-03,1.193320E+01
-7.1457024E-03,1.193905E+01
-7.1454368E-03,1.193710E+01
-7.1451712E-03,1.192734E+01
-7.1449056E-03,1.193320E+01
-7.1446400E-03,1.193320E+01
-7.1443744E-03,1.193710E+01
-7.1441088E-03,1.193515E+01
-7.1438432E-03,1.193320E+01
-7.1435776E-03,1.193124E+01
-7.1433120E-03,1.192929E+01
-7.1430464E-03,1.193515E+01
-7.1427808E-03,1.192929E+01
-7.1425152E-03,1.193320E+01
-7.1422496E-03,1.192929E+01
-7.1419840E-03,1.194101E+01
-7.1417184E-03,1.193905E+01
-7.1414528E-03,1.192734E+01
-7.1411872E-03,1.193124E+01
-7.1409216E-03,1.193320E+01
-7.1406560E-03,1.193320E+01
-7.1403904E-03,1.193710E+01
-7.1401248E-03,1.193515E+01
-7.1398592E-03,1.192734E+01
-7.1395936E-03,1.192538E+01
-7.1393280E-03,1.193515E+01
-7.1390624E-03,1.193320E+01
-7.1387968E-03,1.193320E+01
-7.1385312E-03,1.193124E+01
-7.1382656E-03,1.193124E+01
-7.1380000E-03,1.193320E+01
-7.1377344E-03,1.194101E+01
-7.1374688E-03,1.193124E+01
-7.1372032E-03,1.192929E+01
-7.1369376E-03,1.194101E+01
-7.1366720E-03,1.192734E+01
-7.1364064E-03,1.191952E+01
-7.1361408E-03,1.193320E+01
-7.1358752E-03,1.193320E+01
-7.1356096E-03,1.193710E+01
-7.1353440E-03,1.193320E+01
-7.1350784E-03,1.192929E+01
-7.1348128E-03,1.193124E+01
-7.1345472E-03,1.193320E+01
-7.1342816E-03,1.193710E+01
-7.1340160E-03,1.193320E+01
-7.1337504E-03,1.193320E+01
-7.1334848E-03,1.194101E+01
-7.1332192E-03,1.193320E+01
-7.1329536E-03,1.192929E+01
-7.1326880E-03,1.193124E+01
-7.1324224E-03,1.193515E+01
-7.1321568E-03,1.193710E+01
-7.1318912E-03,1.193905E+01
-7.1316256E-03,1.193320E+01
-7.1313600E-03,1.193710E+01
-7.1310944E-03,1.193710E+01
-7.1308288E-03,1.193515E+01
-7.1305632E-03,1.193515E+01
-7.1302976E-03,1.193710E+01
-7.1300320E-03,1.193124E+01
-7.1297664E-03,1.193710E+01
-7.1295008E-03,1.193710E+01
-7.1292352E-03,1.193905E+01
-7.1289696E-03,1.193710E+01
-7.1287040E-03,1.193710E+01
-7.1284384E-03,1.193710E+01
-7.1281728E-03,1.193515E+01
-7.1279072E-03,1.193710E+01
-7.1276416E-03,1.193515E+01
-7.1273760E-03,1.193710E+01
-7.1271104E-03,1.193515E+01
-7.1268448E-03,1.192734E+01
-7.1265792E-03,1.193515E+01
-7.1263136E-03,1.193320E+01
-7.1260480E-03,1.193710E+01
-7.1257824E-03,1.193124E+01
-7.1255168E-03,1.193320E+01
-7.1252512E-03,1.193124E+01
-7.1249856E-03,1.192929E+01
-7.1247200E-03,1.193710E+01
-7.1244544E-03,1.193320E+01
-7.1241888E-03,1.193710E+01
-7.1239232E-03,1.192929E+01
-7.1236576E-03,1.193905E+01
-7.1233920E-03,1.193515E+01
-7.1231264E-03,1.193515E+01
-7.1228608E-03,1.193124E+01
-7.1225952E-03,1.193710E+01
-7.1223296E-03,1.193320E+01
-7.1220640E-03,1.192929E+01
-7.1217984E-03,1.193515E+01
-7.1215328E-03,1.193515E+01
-7.1212672E-03,1.193515E+01
-7.1210016E-03,1.192929E+01
-7.1207360E-03,1.193124E+01
-7.1204704E-03,1.193124E+01
-7.1202048E-03,1.193515E+01
-7.1199392E-03,1.192929E+01
-7.1196736E-03,1.193124E+01
-7.1194080E-03,1.192929E+01
-7.1191424E-03,1.193515E+01
-7.1188768E-03,1.193710E+01
-7.1186112E-03,1.193710E+01
-7.1183456E-03,1.193124E+01
-7.1180800E-03,1.193124E+01
-7.1178144E-03,1.193320E+01
-7.1175488E-03,1.193905E+01
-7.1172832E-03,1.192538E+01
-7.1170176E-03,1.192734E+01
-7.1167520E-03,1.192538E+01
-7.1164864E-03,1.193124E+01
-7.1162208E-03,1.193320E+01
-7.1159552E-03,1.192929E+01
-7.1156896E-03,1.192929E+01
-7.1154240E-03,1.193905E+01
-7.1151584E-03,1.193124E+01
-7.1148928E-03,1.193515E+01
-7.1146272E-03,1.193515E+01
-7.1143616E-03,1.193710E+01
-7.1140960E-03,1.192929E+01
-7.1138304E-03,1.193710E+01
-7.1135648E-03,1.193905E+01
-7.1132992E-03,1.194101E+01
-7.1130336E-03,1.192929E+01
-7.1127680E-03,1.193515E+01
-7.1125024E-03,1.192929E+01
-7.1122368E-03,1.193515E+01
-7.1119712E-03,1.193124E+01
-7.1117056E-03,1.193320E+01
-7.1114400E-03,1.193124E+01
-7.1111744E-03,1.192734E+01
-7.1109088E-03,1.193124E+01
-7.1106432E-03,1.193710E+01
-7.1103776E-03,1.193124E+01
-7.1101120E-03,1.193710E+01
-7.1098464E-03,1.193320E+01
-7.1095808E-03,1.193905E+01
-7.1093152E-03,1.193124E+01
-7.1090496E-03,1.193515E+01
-7.1087840E-03,1.193710E+01
-7.1085184E-03,1.193515E+01
-7.1082528E-03,1.193124E+01
-7.1079872E-03,1.193320E+01
-7.1077216E-03,1.193710E+01
-7.1074560E-03,1.193320E+01
-7.1071904E-03,1.193124E+01
-7.1069248E-03,1.192929E+01
-7.1066592E-03,1.193710E+01
-7.1063936E-03,1.193515E+01
-7.1061280E-03,1.193515E+01
-7.1058624E-03,1.193905E+01
-7.1055968E-03,1.193124E+01
-7.1053312E-03,1.193710E+01
-7.1050656E-03,1.193124E+01
-7.1048000E-03,1.193515E+01
-7.1045344E-03,1.193710E+01
-7.1042688E-03,1.193710E+01
-7.1040032E-03,1.193124E+01
-7.1037376E-03,1.193710E+01
-7.1034720E-03,1.193320E+01
-7.1032064E-03,1.193320E+01
-7.1029408E-03,1.194101E+01
-7.1026752E-03,1.194687E+01
-7.1024096E-03,1.192929E+01
-7.1021440E-03,1.193710E+01
-7.1018784E-03,1.193320E+01
-7.1016128E-03,1.193320E+01
-7.1013472E-03,1.192538E+01
-7.1010816E-03,1.193124E+01
-7.1008160E-03,1.193124E+01
-7.1005504E-03,1.193320E+01
-7.1002848E-03,1.193320E+01
-7.1000192E-03,1.193710E+01
-7.0997536E-03,1.193515E+01
-7.0994880E-03,1.193515E+01
-7.0992224E-03,1.192929E+01
-7.0989568E-03,1.193515E+01
-7.0986912E-03,1.192929E+01
-7.0984256E-03,1.193515E+01
-7.0981600E-03,1.193710E+01
-7.0978944E-03,1.192343E+01
-7.0976288E-03,1.193320E+01
-7.0973632E-03,1.193320E+01
-7.0970976E-03,1.193320E+01
-7.0968320E-03,1.192929E+01
-7.0965664E-03,1.193320E+01
-7.0963008E-03,1.192929E+01
-7.0960352E-03,1.193124E+01
-7.0957696E-03,1.193710E+01
-7.0955040E-03,1.193124E+01
-7.0952384E-03,1.193124E+01
-7.0949728E-03,1.193710E+01
-7.0947072E-03,1.192734E+01
-7.0944416E-03,1.193320E+01
-7.0941760E-03,1.193320E+01
-7.0939104E-03,1.193515E+01
-7.0936448E-03,1.193515E+01
-7.0933792E-03,1.193515E+01
-7.0931136E-03,1.193515E+01
-7.0928480E-03,1.193515E+01
-7.0925824E-03,1.193515E+01
-7.0923168E-03,1.192929E+01
-7.0920512E-03,1.193710E+01
-7.0917856E-03,1.193320E+01
-7.0915200E-03,1.192929E+01
-7.0912544E-03,1.193124E+01
-7.0909888E-03,1.193515E+01
-7.0907232E-03,1.193515E+01
-7.0904576E-03,1.193320E+01
-7.0901920E-03,1.193124E+01
-7.0899264E-03,1.193710E+01
-7.0896608E-03,1.193710E+01
-7.0893952E-03,1.193515E+01
-7.0891296E-03,1.192929E+01
-7.0888640E-03,1.193515E+01
-7.0885984E-03,1.193124E+01
-7.0883328E-03,1.193710E+01
-7.0880672E-03,1.192734E+01
-7.0878016E-03,1.193124E+01
-7.0875360E-03,1.193124E+01
-7.0872704E-03,1.193320E+01
-7.0870048E-03,1.193124E+01
-7.0867392E-03,1.193320E+01
-7.0864736E-03,1.193710E+01
-7.0862080E-03,1.193124E+01
-7.0859424E-03,1.193710E+01
-7.0856768E-03,1.193124E+01
-7.0854112E-03,1.192929E+01
-7.0851456E-03,1.193124E+01
-7.0848800E-03,1.193320E+01
-7.0846144E-03,1.192929E+01
-7.0843488E-03,1.193320E+01
-7.0840832E-03,1.193124E+01
-7.0838176E-03,1.192929E+01
-7.0835520E-03,1.194101E+01
-7.0832864E-03,1.192343E+01
-7.0830208E-03,1.193124E+01
-7.0827552E-03,1.193320E+01
-7.0824896E-03,1.193320E+01
-7.0822240E-03,1.193710E+01
-7.0819584E-03,1.193905E+01
-7.0816928E-03,1.193710E+01
-7.0814272E-03,1.192538E+01
-7.0811616E-03,1.193320E+01
-7.0808960E-03,1.193320E+01
-7.0806304E-03,1.193710E+01
-7.0803648E-03,1.193124E+01
-7.0800992E-03,1.193320E+01
-7.0798336E-03,1.192929E+01
-7.0795680E-03,1.193320E+01
-7.0793024E-03,1.193320E+01
-7.0790368E-03,1.193124E+01
-7.0787712E-03,1.193710E+01
-7.0785056E-03,1.193124E+01
-7.0782400E-03,1.192148E+01
-7.0779744E-03,1.193515E+01
-7.0777088E-03,1.192734E+01
-7.0774432E-03,1.192929E+01
-7.0771776E-03,1.193515E+01
-7.0769120E-03,1.193320E+01
-7.0766464E-03,1.193320E+01
-7.0763808E-03,1.193320E+01
-7.0761152E-03,1.193320E+01
-7.0758496E-03,1.192929E+01
-7.0755840E-03,1.193124E+01
-7.0753184E-03,1.193320E+01
-7.0750528E-03,1.193515E+01
-7.0747872E-03,1.193124E+01
-7.0745216E-03,1.193320E+01
-7.0742560E-03,1.192929E+01
-7.0739904E-03,1.193905E+01
-7.0737248E-03,1.193710E+01
-7.0734592E-03,1.193320E+01
-7.0731936E-03,1.192929E+01
-7.0729280E-03,1.192929E+01
-7.0726624E-03,1.193905E+01
-7.0723968E-03,1.193320E+01
-7.0721312E-03,1.193320E+01
-7.0718656E-03,1.193124E+01
-7.0716000E-03,1.192538E+01
-7.0713344E-03,1.193515E+01
-7.0710688E-03,1.193124E+01
-7.0708032E-03,1.193515E+01
-7.0705376E-03,1.194101E+01
-7.0702720E-03,1.193515E+01
-7.0700064E-03,1.193320E+01
-7.0697408E-03,1.193320E+01
-7.0694752E-03,1.193320E+01
-7.0692096E-03,1.192929E+01
-7.0689440E-03,1.193320E+01
-7.0686784E-03,1.193320E+01
-7.0684128E-03,1.193124E+01
-7.0681472E-03,1.193515E+01
-7.0678816E-03,1.193124E+01
-7.0676160E-03,1.193124E+01
-7.0673504E-03,1.193515E+01
-7.0670848E-03,1.193320E+01
-7.0668192E-03,1.193710E+01
-7.0665536E-03,1.193515E+01
-7.0662880E-03,1.193515E+01
-7.0660224E-03,1.193515E+01
-7.0657568E-03,1.193710E+01
-7.0654912E-03,1.192929E+01
-7.0652256E-03,1.193124E+01
-7.0649600E-03,1.193515E+01
-7.0646944E-03,1.194101E+01
-7.0644288E-03,1.193515E+01
-7.0641632E-03,1.193124E+01
-7.0638976E-03,1.193515E+01
-7.0636320E-03,1.193515E+01
-7.0633664E-03,1.193515E+01
-7.0631008E-03,1.192538E+01
-7.0628352E-03,1.193124E+01
-7.0625696E-03,1.193124E+01
-7.0623040E-03,1.193710E+01
-7.0620384E-03,1.194101E+01
-7.0617728E-03,1.193710E+01
-7.0615072E-03,1.193320E+01
-7.0612416E-03,1.193515E+01
